"year","raceid","grand_prix","driverid","driver","laptimes"
2012,862,"Chinese Grand Prix",4,"Fernando Alonso","00:01:41.152"
2012,862,"Chinese Grand Prix",5,"Heikki Kovalainen","00:01:41.19"
2012,862,"Chinese Grand Prix",13,"Felipe Massa","00:01:41.24"
2012,862,"Chinese Grand Prix",817,"Daniel Ricciardo","00:01:41.251"
2012,862,"Chinese Grand Prix",811,"Bruno Senna","00:01:41.293"
2012,862,"Chinese Grand Prix",814,"Paul di Resta","00:01:41.498"
2012,862,"Chinese Grand Prix",8,"Kimi Räikkönen","00:01:41.794"
2012,862,"Chinese Grand Prix",808,"Vitaly Petrov","00:01:42.385"
2012,862,"Chinese Grand Prix",819,"Charles Pic","00:01:42.621"
2012,862,"Chinese Grand Prix",10,"Timo Glock","00:01:42.748"
2012,862,"Chinese Grand Prix",37,"Pedro de la Rosa","00:01:43.61"
2012,862,"Chinese Grand Prix",39,"Narain Karthikeyan","00:01:43.935"
2012,862,"Chinese Grand Prix",30,"Michael Schumacher","00:01:44.109"
2012,863,"Bahrain Grand Prix",20,"Sebastian Vettel","00:01:36.379"
2012,863,"Bahrain Grand Prix",155,"Kamui Kobayashi","00:01:36.7"
2012,863,"Bahrain Grand Prix",154,"Romain Grosjean","00:01:36.928"
2012,863,"Bahrain Grand Prix",818,"Jean-Éric Vergne","00:01:37.058"
2012,863,"Bahrain Grand Prix",8,"Kimi Räikkönen","00:01:37.116"
2012,863,"Bahrain Grand Prix",17,"Mark Webber","00:01:37.437"
2012,863,"Bahrain Grand Prix",1,"Lewis Hamilton","00:01:37.733"
2012,863,"Bahrain Grand Prix",817,"Daniel Ricciardo","00:01:37.903"
2012,863,"Bahrain Grand Prix",18,"Jenson Button","00:01:38.046"
2012,863,"Bahrain Grand Prix",3,"Nico Rosberg","00:01:38.08"
2012,863,"Bahrain Grand Prix",811,"Bruno Senna","00:01:38.087"
2012,863,"Bahrain Grand Prix",13,"Felipe Massa","00:01:38.123"
2012,863,"Bahrain Grand Prix",30,"Michael Schumacher","00:01:38.128"
2012,863,"Bahrain Grand Prix",815,"Sergio Pérez","00:01:38.146"
2012,863,"Bahrain Grand Prix",4,"Fernando Alonso","00:01:38.203"
2012,863,"Bahrain Grand Prix",808,"Vitaly Petrov","00:01:38.305"
2012,863,"Bahrain Grand Prix",807,"Nico Hülkenberg","00:01:38.312"
2012,863,"Bahrain Grand Prix",814,"Paul di Resta","00:01:38.372"
2012,863,"Bahrain Grand Prix",5,"Heikki Kovalainen","00:01:38.441"
2012,863,"Bahrain Grand Prix",39,"Narain Karthikeyan","00:01:39.747"
2012,863,"Bahrain Grand Prix",813,"Pastor Maldonado","00:01:39.876"
2012,863,"Bahrain Grand Prix",37,"Pedro de la Rosa","00:01:40.237"
2012,863,"Bahrain Grand Prix",10,"Timo Glock","00:01:40.323"
2012,863,"Bahrain Grand Prix",819,"Charles Pic","00:01:41.519"
2012,864,"Spanish Grand Prix",154,"Romain Grosjean","00:01:26.25"
2012,864,"Spanish Grand Prix",8,"Kimi Räikkönen","00:01:26.938"
2012,864,"Spanish Grand Prix",4,"Fernando Alonso","00:01:27.39"
2012,864,"Spanish Grand Prix",20,"Sebastian Vettel","00:01:27.768"
2012,864,"Spanish Grand Prix",17,"Mark Webber","00:01:27.857"
2012,864,"Spanish Grand Prix",813,"Pastor Maldonado","00:01:27.906"
2012,864,"Spanish Grand Prix",3,"Nico Rosberg","00:01:28.15"
2012,864,"Spanish Grand Prix",155,"Kamui Kobayashi","00:01:28.266"
2012,864,"Spanish Grand Prix",818,"Jean-Éric Vergne","00:01:28.308"
2012,864,"Spanish Grand Prix",814,"Paul di Resta","00:01:28.313"
2012,864,"Spanish Grand Prix",13,"Felipe Massa","00:01:28.448"
2012,864,"Spanish Grand Prix",817,"Daniel Ricciardo","00:01:28.587"
2012,864,"Spanish Grand Prix",815,"Sergio Pérez","00:01:28.605"
2012,864,"Spanish Grand Prix",18,"Jenson Button","00:01:28.624"
2012,864,"Spanish Grand Prix",5,"Heikki Kovalainen","00:01:28.715"
2012,864,"Spanish Grand Prix",808,"Vitaly Petrov","00:01:28.773"
2012,864,"Spanish Grand Prix",807,"Nico Hülkenberg","00:01:28.912"
2012,864,"Spanish Grand Prix",1,"Lewis Hamilton","00:01:28.918"
2012,864,"Spanish Grand Prix",10,"Timo Glock","00:01:29.599"
2012,864,"Spanish Grand Prix",37,"Pedro de la Rosa","00:01:30.722"
2012,864,"Spanish Grand Prix",30,"Michael Schumacher","00:01:31.089"
2012,864,"Spanish Grand Prix",819,"Charles Pic","00:01:31.136"
2012,864,"Spanish Grand Prix",811,"Bruno Senna","00:01:31.822"
2012,864,"Spanish Grand Prix",39,"Narain Karthikeyan","00:01:32.903"
2012,865,"Monaco Grand Prix",815,"Sergio Pérez","00:01:17.296"
2012,865,"Monaco Grand Prix",807,"Nico Hülkenberg","00:01:18.423"
2012,865,"Monaco Grand Prix",17,"Mark Webber","00:01:18.805"
2012,865,"Monaco Grand Prix",1,"Lewis Hamilton","00:01:18.806"
2012,865,"Monaco Grand Prix",4,"Fernando Alonso","00:01:18.857"
2012,865,"Monaco Grand Prix",30,"Michael Schumacher","00:01:18.904"
2012,865,"Monaco Grand Prix",3,"Nico Rosberg","00:01:18.977"
2012,865,"Monaco Grand Prix",818,"Jean-Éric Vergne","00:01:19.013"
2012,865,"Monaco Grand Prix",20,"Sebastian Vettel","00:01:19.076"
2012,865,"Monaco Grand Prix",13,"Felipe Massa","00:01:19.101"
2012,865,"Monaco Grand Prix",811,"Bruno Senna","00:01:19.187"
2012,865,"Monaco Grand Prix",8,"Kimi Räikkönen","00:01:19.246"
2012,865,"Monaco Grand Prix",5,"Heikki Kovalainen","00:01:19.305"
2012,865,"Monaco Grand Prix",819,"Charles Pic","00:01:19.604"
2012,865,"Monaco Grand Prix",10,"Timo Glock","00:01:19.637"
2012,865,"Monaco Grand Prix",817,"Daniel Ricciardo","00:01:19.752"
2012,865,"Monaco Grand Prix",814,"Paul di Resta","00:01:19.757"
2012,865,"Monaco Grand Prix",18,"Jenson Button","00:01:19.923"
2012,865,"Monaco Grand Prix",39,"Narain Karthikeyan","00:01:20.286"
2012,865,"Monaco Grand Prix",808,"Vitaly Petrov","00:01:20.825"
2012,865,"Monaco Grand Prix",155,"Kamui Kobayashi","00:01:25.48"
2012,866,"Canadian Grand Prix",20,"Sebastian Vettel","00:01:15.752"
2012,866,"Canadian Grand Prix",13,"Felipe Massa","00:01:16.182"
2012,866,"Canadian Grand Prix",815,"Sergio Pérez","00:01:16.414"
2012,866,"Canadian Grand Prix",817,"Daniel Ricciardo","00:01:16.609"
2012,866,"Canadian Grand Prix",8,"Kimi Räikkönen","00:01:16.764"
2012,866,"Canadian Grand Prix",1,"Lewis Hamilton","00:01:17.02"
2012,866,"Canadian Grand Prix",3,"Nico Rosberg","00:01:17.06"
2012,866,"Canadian Grand Prix",17,"Mark Webber","00:01:17.131"
2012,866,"Canadian Grand Prix",807,"Nico Hülkenberg","00:01:17.202"
2012,866,"Canadian Grand Prix",814,"Paul di Resta","00:01:17.219"
2012,866,"Canadian Grand Prix",154,"Romain Grosjean","00:01:17.264"
2012,866,"Canadian Grand Prix",155,"Kamui Kobayashi","00:01:17.464"
2012,866,"Canadian Grand Prix",813,"Pastor Maldonado","00:01:17.489"
2012,866,"Canadian Grand Prix",811,"Bruno Senna","00:01:17.817"
2012,866,"Canadian Grand Prix",4,"Fernando Alonso","00:01:17.82"
2012,866,"Canadian Grand Prix",18,"Jenson Button","00:01:17.843"
2012,866,"Canadian Grand Prix",818,"Jean-Éric Vergne","00:01:17.875"
2012,866,"Canadian Grand Prix",808,"Vitaly Petrov","00:01:18.093"
2012,866,"Canadian Grand Prix",5,"Heikki Kovalainen","00:01:18.128"
2012,866,"Canadian Grand Prix",30,"Michael Schumacher","00:01:18.433"
2012,866,"Canadian Grand Prix",819,"Charles Pic","00:01:20.632"
2012,866,"Canadian Grand Prix",10,"Timo Glock","00:01:21.032"
2012,866,"Canadian Grand Prix",37,"Pedro de la Rosa","00:01:21.535"
2012,866,"Canadian Grand Prix",39,"Narain Karthikeyan","00:01:22.044"
2012,867,"European Grand Prix",3,"Nico Rosberg","00:01:42.163"
2012,867,"European Grand Prix",17,"Mark Webber","00:01:42.717"
2012,867,"European Grand Prix",30,"Michael Schumacher","00:01:43.099"
2012,867,"European Grand Prix",815,"Sergio Pérez","00:01:43.526"
2012,867,"European Grand Prix",4,"Fernando Alonso","00:01:43.666"
2012,867,"European Grand Prix",817,"Daniel Ricciardo","00:01:43.674"
2012,867,"European Grand Prix",8,"Kimi Räikkönen","00:01:43.686"
2012,867,"European Grand Prix",154,"Romain Grosjean","00:01:43.764"
2012,867,"European Grand Prix",1,"Lewis Hamilton","00:01:44.007"
2012,867,"European Grand Prix",813,"Pastor Maldonado","00:01:44.064"
2012,867,"European Grand Prix",814,"Paul di Resta","00:01:44.101"
2012,867,"European Grand Prix",811,"Bruno Senna","00:01:44.111"
2012,867,"European Grand Prix",807,"Nico Hülkenberg","00:01:44.226"
2012,867,"European Grand Prix",808,"Vitaly Petrov","00:01:44.253"
2012,867,"European Grand Prix",13,"Felipe Massa","00:01:44.431"
2012,867,"European Grand Prix",20,"Sebastian Vettel","00:01:44.555"
2012,867,"European Grand Prix",18,"Jenson Button","00:01:44.806"
2012,867,"European Grand Prix",155,"Kamui Kobayashi","00:01:45.082"
2012,867,"European Grand Prix",5,"Heikki Kovalainen","00:01:45.294"
2012,867,"European Grand Prix",818,"Jean-Éric Vergne","00:01:45.491"
2012,867,"European Grand Prix",39,"Narain Karthikeyan","00:01:46.388"
2012,867,"European Grand Prix",819,"Charles Pic","00:01:46.701"
2012,867,"European Grand Prix",37,"Pedro de la Rosa","00:01:46.799"
2012,868,"British Grand Prix",155,"Kamui Kobayashi","00:01:34.608"
2012,868,"British Grand Prix",17,"Mark Webber","00:01:34.629"
2012,868,"British Grand Prix",8,"Kimi Räikkönen","00:01:34.661"
2012,868,"British Grand Prix",4,"Fernando Alonso","00:01:34.739"
2012,868,"British Grand Prix",154,"Romain Grosjean","00:01:34.884"
2012,868,"British Grand Prix",20,"Sebastian Vettel","00:01:34.897"
2012,868,"British Grand Prix",13,"Felipe Massa","00:01:35.041"
2012,868,"British Grand Prix",30,"Michael Schumacher","00:01:35.191"
2012,868,"British Grand Prix",817,"Daniel Ricciardo","00:01:35.448"
2012,868,"British Grand Prix",1,"Lewis Hamilton","00:01:35.49"
2012,868,"British Grand Prix",818,"Jean-Éric Vergne","00:01:35.514"
2012,868,"British Grand Prix",3,"Nico Rosberg","00:01:35.646"
2012,868,"British Grand Prix",811,"Bruno Senna","00:01:35.863"
2012,868,"British Grand Prix",807,"Nico Hülkenberg","00:01:35.898"
2012,868,"British Grand Prix",18,"Jenson Button","00:01:36.086"
2012,868,"British Grand Prix",5,"Heikki Kovalainen","00:01:37.252"
2012,868,"British Grand Prix",813,"Pastor Maldonado","00:01:37.406"
2012,868,"British Grand Prix",10,"Timo Glock","00:01:37.422"
2012,868,"British Grand Prix",815,"Sergio Pérez","00:01:37.594"
2012,868,"British Grand Prix",819,"Charles Pic","00:01:38.008"
2012,868,"British Grand Prix",39,"Narain Karthikeyan","00:01:38.339"
2012,868,"British Grand Prix",37,"Pedro de la Rosa","00:01:39.618"
2012,868,"British Grand Prix",814,"Paul di Resta","00:02:19.266"
2012,869,"German Grand Prix",30,"Michael Schumacher","00:01:18.725"
2012,869,"German Grand Prix",4,"Fernando Alonso","00:01:19.044"
2012,869,"German Grand Prix",3,"Nico Rosberg","00:01:19.105"
2012,869,"German Grand Prix",155,"Kamui Kobayashi","00:01:19.161"
2012,869,"German Grand Prix",13,"Felipe Massa","00:01:19.225"
2012,869,"German Grand Prix",815,"Sergio Pérez","00:01:19.27"
2012,869,"German Grand Prix",807,"Nico Hülkenberg","00:01:19.372"
2012,869,"German Grand Prix",20,"Sebastian Vettel","00:01:19.469"
2012,869,"German Grand Prix",8,"Kimi Räikkönen","00:01:19.485"
2012,869,"German Grand Prix",813,"Pastor Maldonado","00:01:19.607"
2012,869,"German Grand Prix",818,"Jean-Éric Vergne","00:01:19.645"
2012,869,"German Grand Prix",814,"Paul di Resta","00:01:19.717"
2012,869,"German Grand Prix",18,"Jenson Button","00:01:19.719"
2012,869,"German Grand Prix",17,"Mark Webber","00:01:19.794"
2012,869,"German Grand Prix",811,"Bruno Senna","00:01:19.894"
2012,869,"German Grand Prix",808,"Vitaly Petrov","00:01:19.997"
2012,869,"German Grand Prix",154,"Romain Grosjean","00:01:20.013"
2012,869,"German Grand Prix",817,"Daniel Ricciardo","00:01:20.066"
2012,869,"German Grand Prix",1,"Lewis Hamilton","00:01:20.091"
2012,869,"German Grand Prix",5,"Heikki Kovalainen","00:01:20.596"
2012,869,"German Grand Prix",819,"Charles Pic","00:01:21.753"
2012,869,"German Grand Prix",39,"Narain Karthikeyan","00:01:21.788"
2012,869,"German Grand Prix",37,"Pedro de la Rosa","00:01:22.407"
2012,869,"German Grand Prix",10,"Timo Glock","00:01:22.778"
2012,870,"Hungarian Grand Prix",20,"Sebastian Vettel","00:01:24.136"
2012,870,"Hungarian Grand Prix",815,"Sergio Pérez","00:01:25.218"
2012,870,"Hungarian Grand Prix",17,"Mark Webber","00:01:25.402"
2012,870,"Hungarian Grand Prix",1,"Lewis Hamilton","00:01:25.677"
2012,870,"Hungarian Grand Prix",813,"Pastor Maldonado","00:01:25.723"
2012,870,"Hungarian Grand Prix",8,"Kimi Räikkönen","00:01:25.728"
2012,870,"Hungarian Grand Prix",4,"Fernando Alonso","00:01:25.738"
2012,870,"Hungarian Grand Prix",155,"Kamui Kobayashi","00:01:25.745"
2012,870,"Hungarian Grand Prix",3,"Nico Rosberg","00:01:25.83"
2012,870,"Hungarian Grand Prix",18,"Jenson Button","00:01:25.831"
2012,870,"Hungarian Grand Prix",13,"Felipe Massa","00:01:25.92"
2012,870,"Hungarian Grand Prix",814,"Paul di Resta","00:01:25.976"
2012,870,"Hungarian Grand Prix",154,"Romain Grosjean","00:01:26.05"
2012,870,"Hungarian Grand Prix",818,"Jean-Éric Vergne","00:01:26.061"
2012,870,"Hungarian Grand Prix",807,"Nico Hülkenberg","00:01:26.073"
2012,870,"Hungarian Grand Prix",811,"Bruno Senna","00:01:26.248"
2012,870,"Hungarian Grand Prix",817,"Daniel Ricciardo","00:01:26.508"
2012,870,"Hungarian Grand Prix",5,"Heikki Kovalainen","00:01:26.595"
2012,870,"Hungarian Grand Prix",30,"Michael Schumacher","00:01:26.778"
2012,870,"Hungarian Grand Prix",808,"Vitaly Petrov","00:01:27.629"
2012,870,"Hungarian Grand Prix",10,"Timo Glock","00:01:28.447"
2012,870,"Hungarian Grand Prix",819,"Charles Pic","00:01:28.727"
2012,870,"Hungarian Grand Prix",37,"Pedro de la Rosa","00:01:28.765"
2012,870,"Hungarian Grand Prix",39,"Narain Karthikeyan","00:01:29.506"
2012,871,"Belgian Grand Prix",811,"Bruno Senna","00:01:52.822"
2012,871,"Belgian Grand Prix",3,"Nico Rosberg","00:01:53.073"
2012,871,"Belgian Grand Prix",13,"Felipe Massa","00:01:53.464"
2012,871,"Belgian Grand Prix",30,"Michael Schumacher","00:01:53.507"
2012,871,"Belgian Grand Prix",8,"Kimi Räikkönen","00:01:53.64"
2012,871,"Belgian Grand Prix",807,"Nico Hülkenberg","00:01:53.76"
2012,871,"Belgian Grand Prix",17,"Mark Webber","00:01:53.768"
2012,871,"Belgian Grand Prix",818,"Jean-Éric Vergne","00:01:53.995"
2012,871,"Belgian Grand Prix",20,"Sebastian Vettel","00:01:54.198"
2012,871,"Belgian Grand Prix",18,"Jenson Button","00:01:54.293"
2012,871,"Belgian Grand Prix",814,"Paul di Resta","00:01:54.562"
2012,871,"Belgian Grand Prix",817,"Daniel Ricciardo","00:01:54.605"
2012,871,"Belgian Grand Prix",155,"Kamui Kobayashi","00:01:55.598"
2012,871,"Belgian Grand Prix",5,"Heikki Kovalainen","00:01:56.475"
2012,871,"Belgian Grand Prix",808,"Vitaly Petrov","00:01:56.741"
2012,871,"Belgian Grand Prix",10,"Timo Glock","00:01:56.956"
2012,871,"Belgian Grand Prix",37,"Pedro de la Rosa","00:01:57.315"
2012,871,"Belgian Grand Prix",819,"Charles Pic","00:01:57.939"
2012,871,"Belgian Grand Prix",39,"Narain Karthikeyan","00:01:59.113"
2012,871,"Belgian Grand Prix",813,"Pastor Maldonado","00:02:51.174"
2012,872,"Italian Grand Prix",3,"Nico Rosberg","00:01:27.239"
2012,872,"Italian Grand Prix",815,"Sergio Pérez","00:01:27.562"
2012,872,"Italian Grand Prix",30,"Michael Schumacher","00:01:27.718"
2012,872,"Italian Grand Prix",813,"Pastor Maldonado","00:01:28.053"
2012,872,"Italian Grand Prix",1,"Lewis Hamilton","00:01:28.427"
2012,872,"Italian Grand Prix",807,"Nico Hülkenberg","00:01:28.578"
2012,872,"Italian Grand Prix",817,"Daniel Ricciardo","00:01:28.621"
2012,872,"Italian Grand Prix",816,"Jérôme d'Ambrosio","00:01:28.677"
2012,872,"Italian Grand Prix",20,"Sebastian Vettel","00:01:28.713"
2012,872,"Italian Grand Prix",811,"Bruno Senna","00:01:28.742"
2012,872,"Italian Grand Prix",4,"Fernando Alonso","00:01:28.835"
2012,872,"Italian Grand Prix",13,"Felipe Massa","00:01:28.914"
2012,872,"Italian Grand Prix",18,"Jenson Button","00:01:28.926"
2012,872,"Italian Grand Prix",155,"Kamui Kobayashi","00:01:29.032"
2012,872,"Italian Grand Prix",808,"Vitaly Petrov","00:01:29.066"
2012,872,"Italian Grand Prix",814,"Paul di Resta","00:01:29.068"
2012,872,"Italian Grand Prix",8,"Kimi Räikkönen","00:01:29.109"
2012,872,"Italian Grand Prix",17,"Mark Webber","00:01:29.202"
2012,872,"Italian Grand Prix",5,"Heikki Kovalainen","00:01:29.399"
2012,872,"Italian Grand Prix",819,"Charles Pic","00:01:29.753"
2012,872,"Italian Grand Prix",10,"Timo Glock","00:01:29.888"
2012,872,"Italian Grand Prix",37,"Pedro de la Rosa","00:01:30.398"
2012,872,"Italian Grand Prix",39,"Narain Karthikeyan","00:01:31.086"
2012,872,"Italian Grand Prix",818,"Jean-Éric Vergne","00:01:31.962"
2012,873,"Singapore Grand Prix",807,"Nico Hülkenberg","00:01:51.033"
2012,873,"Singapore Grand Prix",155,"Kamui Kobayashi","00:01:51.69"
2012,873,"Singapore Grand Prix",20,"Sebastian Vettel","00:01:52.134"
2012,873,"Singapore Grand Prix",18,"Jenson Button","00:01:52.625"
2012,873,"Singapore Grand Prix",4,"Fernando Alonso","00:01:52.709"
2012,873,"Singapore Grand Prix",17,"Mark Webber","00:01:52.778"
2012,873,"Singapore Grand Prix",814,"Paul di Resta","00:01:52.931"
2012,873,"Singapore Grand Prix",818,"Jean-Éric Vergne","00:01:53.51"
2012,873,"Singapore Grand Prix",811,"Bruno Senna","00:01:53.61"
2012,873,"Singapore Grand Prix",815,"Sergio Pérez","00:01:53.726"
2012,873,"Singapore Grand Prix",8,"Kimi Räikkönen","00:01:53.785"
2012,873,"Singapore Grand Prix",3,"Nico Rosberg","00:01:53.897"
2012,873,"Singapore Grand Prix",13,"Felipe Massa","00:01:53.997"
2012,873,"Singapore Grand Prix",154,"Romain Grosjean","00:01:54.123"
2012,873,"Singapore Grand Prix",817,"Daniel Ricciardo","00:01:54.267"
2012,873,"Singapore Grand Prix",5,"Heikki Kovalainen","00:01:55.106"
2012,873,"Singapore Grand Prix",813,"Pastor Maldonado","00:01:55.12"
2012,873,"Singapore Grand Prix",808,"Vitaly Petrov","00:01:55.14"
2012,873,"Singapore Grand Prix",1,"Lewis Hamilton","00:01:55.541"
2012,873,"Singapore Grand Prix",30,"Michael Schumacher","00:01:56.047"
2012,873,"Singapore Grand Prix",10,"Timo Glock","00:01:56.057"
2012,873,"Singapore Grand Prix",819,"Charles Pic","00:01:56.486"
2012,873,"Singapore Grand Prix",37,"Pedro de la Rosa","00:01:57.671"
2012,873,"Singapore Grand Prix",39,"Narain Karthikeyan","00:01:58.507"
2012,874,"Japanese Grand Prix",20,"Sebastian Vettel","00:01:35.774"
2012,874,"Japanese Grand Prix",18,"Jenson Button","00:01:36.606"
2012,874,"Japanese Grand Prix",155,"Kamui Kobayashi","00:01:36.679"
2012,874,"Japanese Grand Prix",811,"Bruno Senna","00:01:36.819"
2012,874,"Japanese Grand Prix",13,"Felipe Massa","00:01:36.894"
2012,874,"Japanese Grand Prix",30,"Michael Schumacher","00:01:36.942"
2012,874,"Japanese Grand Prix",17,"Mark Webber","00:01:37.128"
2012,874,"Japanese Grand Prix",817,"Daniel Ricciardo","00:01:37.455"
2012,874,"Japanese Grand Prix",818,"Jean-Éric Vergne","00:01:37.533"
2012,874,"Japanese Grand Prix",814,"Paul di Resta","00:01:37.535"
2012,874,"Japanese Grand Prix",1,"Lewis Hamilton","00:01:37.76"
2012,874,"Japanese Grand Prix",813,"Pastor Maldonado","00:01:37.771"
2012,874,"Japanese Grand Prix",8,"Kimi Räikkönen","00:01:37.886"
2012,874,"Japanese Grand Prix",807,"Nico Hülkenberg","00:01:37.938"
2012,874,"Japanese Grand Prix",5,"Heikki Kovalainen","00:01:38.043"
2012,874,"Japanese Grand Prix",154,"Romain Grosjean","00:01:38.277"
2012,874,"Japanese Grand Prix",808,"Vitaly Petrov","00:01:38.344"
2012,874,"Japanese Grand Prix",10,"Timo Glock","00:01:38.756"
2012,874,"Japanese Grand Prix",815,"Sergio Pérez","00:01:38.983"
2012,874,"Japanese Grand Prix",37,"Pedro de la Rosa","00:01:39.351"
2012,874,"Japanese Grand Prix",819,"Charles Pic","00:01:40.493"
2012,874,"Japanese Grand Prix",39,"Narain Karthikeyan","00:01:41.388"
2012,875,"Korean Grand Prix",17,"Mark Webber","00:01:42.037"
2012,875,"Korean Grand Prix",13,"Felipe Massa","00:01:42.242"
2012,875,"Korean Grand Prix",4,"Fernando Alonso","00:01:42.442"
2012,875,"Korean Grand Prix",815,"Sergio Pérez","00:01:42.495"
2012,875,"Korean Grand Prix",20,"Sebastian Vettel","00:01:42.499"
2012,875,"Korean Grand Prix",807,"Nico Hülkenberg","00:01:42.645"
2012,875,"Korean Grand Prix",813,"Pastor Maldonado","00:01:42.679"
2012,875,"Korean Grand Prix",1,"Lewis Hamilton","00:01:42.721"
2012,875,"Korean Grand Prix",818,"Jean-Éric Vergne","00:01:42.721"
2012,875,"Korean Grand Prix",154,"Romain Grosjean","00:01:42.783"
2012,875,"Korean Grand Prix",8,"Kimi Räikkönen","00:01:42.822"
2012,875,"Korean Grand Prix",817,"Daniel Ricciardo","00:01:43.148"
2012,875,"Korean Grand Prix",30,"Michael Schumacher","00:01:43.184"
2012,875,"Korean Grand Prix",811,"Bruno Senna","00:01:43.411"
2012,875,"Korean Grand Prix",814,"Paul di Resta","00:01:43.517"
2012,875,"Korean Grand Prix",819,"Charles Pic","00:01:44.462"
2012,875,"Korean Grand Prix",5,"Heikki Kovalainen","00:01:44.955"
2012,875,"Korean Grand Prix",808,"Vitaly Petrov","00:01:45.013"
2012,875,"Korean Grand Prix",10,"Timo Glock","00:01:45.236"
2012,875,"Korean Grand Prix",155,"Kamui Kobayashi","00:01:47.066"
2012,875,"Korean Grand Prix",39,"Narain Karthikeyan","00:01:47.068"
2012,875,"Korean Grand Prix",37,"Pedro de la Rosa","00:01:49.861"
2012,875,"Korean Grand Prix",3,"Nico Rosberg","00:01:58.108"
2012,876,"Indian Grand Prix",18,"Jenson Button","00:01:28.203"
2012,876,"Indian Grand Prix",811,"Bruno Senna","00:01:28.431"
2012,876,"Indian Grand Prix",4,"Fernando Alonso","00:01:28.63"
2012,876,"Indian Grand Prix",20,"Sebastian Vettel","00:01:28.723"
2012,876,"Indian Grand Prix",1,"Lewis Hamilton","00:01:28.944"
2012,876,"Indian Grand Prix",17,"Mark Webber","00:01:29.029"
2012,876,"Indian Grand Prix",814,"Paul di Resta","00:01:29.086"
2012,876,"Indian Grand Prix",155,"Kamui Kobayashi","00:01:29.204"
2012,876,"Indian Grand Prix",30,"Michael Schumacher","00:01:29.23"
2012,876,"Indian Grand Prix",807,"Nico Hülkenberg","00:01:29.23"
2012,876,"Indian Grand Prix",13,"Felipe Massa","00:01:29.283"
2012,876,"Indian Grand Prix",8,"Kimi Räikkönen","00:01:29.354"
2012,876,"Indian Grand Prix",817,"Daniel Ricciardo","00:01:29.44"
2012,876,"Indian Grand Prix",3,"Nico Rosberg","00:01:29.492"
2012,876,"Indian Grand Prix",154,"Romain Grosjean","00:01:29.522"
2012,876,"Indian Grand Prix",813,"Pastor Maldonado","00:01:30.067"
2012,876,"Indian Grand Prix",818,"Jean-Éric Vergne","00:01:30.091"
2012,876,"Indian Grand Prix",5,"Heikki Kovalainen","00:01:30.786"
2012,876,"Indian Grand Prix",808,"Vitaly Petrov","00:01:31.163"
2012,876,"Indian Grand Prix",819,"Charles Pic","00:01:31.366"
2012,876,"Indian Grand Prix",10,"Timo Glock","00:01:31.721"
2012,876,"Indian Grand Prix",39,"Narain Karthikeyan","00:01:32.161"
2012,876,"Indian Grand Prix",815,"Sergio Pérez","00:01:32.208"
2012,876,"Indian Grand Prix",37,"Pedro de la Rosa","00:01:32.864"
2012,877,"Abu Dhabi Grand Prix",20,"Sebastian Vettel","00:01:43.964"
2012,877,"Abu Dhabi Grand Prix",4,"Fernando Alonso","00:01:44.09"
2012,877,"Abu Dhabi Grand Prix",8,"Kimi Räikkönen","00:01:44.458"
2012,877,"Abu Dhabi Grand Prix",18,"Jenson Button","00:01:44.533"
2012,877,"Abu Dhabi Grand Prix",813,"Pastor Maldonado","00:01:44.833"
2012,877,"Abu Dhabi Grand Prix",30,"Michael Schumacher","00:01:45.225"
2012,877,"Abu Dhabi Grand Prix",815,"Sergio Pérez","00:01:45.41"
2012,877,"Abu Dhabi Grand Prix",155,"Kamui Kobayashi","00:01:45.423"
2012,877,"Abu Dhabi Grand Prix",814,"Paul di Resta","00:01:45.617"
2012,877,"Abu Dhabi Grand Prix",811,"Bruno Senna","00:01:45.693"
2012,877,"Abu Dhabi Grand Prix",13,"Felipe Massa","00:01:45.7"
2012,877,"Abu Dhabi Grand Prix",817,"Daniel Ricciardo","00:01:45.903"
2012,877,"Abu Dhabi Grand Prix",818,"Jean-Éric Vergne","00:01:46.113"
2012,877,"Abu Dhabi Grand Prix",17,"Mark Webber","00:01:46.959"
2012,877,"Abu Dhabi Grand Prix",5,"Heikki Kovalainen","00:01:47.115"
2012,877,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","00:01:47.266"
2012,877,"Abu Dhabi Grand Prix",154,"Romain Grosjean","00:01:47.521"
2012,877,"Abu Dhabi Grand Prix",10,"Timo Glock","00:01:47.661"
2012,877,"Abu Dhabi Grand Prix",808,"Vitaly Petrov","00:01:48.308"
2012,877,"Abu Dhabi Grand Prix",37,"Pedro de la Rosa","00:01:48.619"
2012,877,"Abu Dhabi Grand Prix",819,"Charles Pic","00:01:49.079"
2012,877,"Abu Dhabi Grand Prix",3,"Nico Rosberg","00:01:49.34"
2012,877,"Abu Dhabi Grand Prix",39,"Narain Karthikeyan","00:01:52.238"
2012,878,"United States Grand Prix",20,"Sebastian Vettel","00:01:39.347"
2012,878,"United States Grand Prix",13,"Felipe Massa","00:01:39.402"
2012,878,"United States Grand Prix",8,"Kimi Räikkönen","00:01:39.474"
2012,878,"United States Grand Prix",4,"Fernando Alonso","00:01:39.672"
2012,878,"United States Grand Prix",1,"Lewis Hamilton","00:01:39.709"
2012,878,"United States Grand Prix",18,"Jenson Button","00:01:40.15"
2012,878,"United States Grand Prix",155,"Kamui Kobayashi","00:01:40.315"
